0.07	-0.03	1.00	-0.07	0.21	-0.20	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.08	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.11	26.23
0.07	-0.03	1.00	-0.07	0.21	-0.38	26.24
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.23
0.07	-0.03	1.00	-0.01	0.08	-0.08	26.27
0.07	-0.03	1.00	-0.07	0.21	-0.38	26.24
0.07	-0.03	1.00	-0.01	-0.28	0.41	26.23
0.07	-0.03	1.00	-0.19	0.27	-0.69	26.24
0.07	-0.03	1.00	-0.01	-0.16	0.53	26.22
0.07	-0.03	1.00	0.05	0.21	-0.56	26.25
0.07	-0.03	1.00	-0.01	0.02	0.17	26.26
0.07	-0.03	1.00	-0.13	0.02	-0.01	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.26	26.23
0.07	-0.03	1.00	-0.13	0.02	0.05	26.23
0.07	-0.03	1.00	-0.01	0.08	-0.32	26.25
0.07	-0.03	1.00	-0.01	-0.10	0.11	26.22
0.07	-0.03	1.00	0.05	0.08	-0.14	26.24
0.07	-0.03	1.00	-0.07	0.21	-0.20	26.24
0.07	-0.03	1.00	-0.07	0.02	-0.01	26.24
0.07	-0.03	1.00	0.05	0.21	-0.14	26.23
0.07	-0.03	1.00	-0.01	0.33	-0.08	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.08	26.24
0.07	-0.03	1.00	0.05	0.02	-0.26	26.24
0.07	-0.03	1.00	-0.07	-0.04	0.05	26.22
0.07	-0.03	1.00	-0.01	0.08	-0.08	26.23
0.07	-0.03	1.00	-0.07	0.02	0.11	26.24
0.07	-0.03	1.00	0.05	0.08	-0.08	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.01	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.14	26.25
0.07	-0.03	1.00	-0.19	0.08	0.11	26.26
0.07	-0.03	1.00	-0.01	0.15	-0.08	26.26
0.07	-0.03	1.00	0.05	0.15	-0.08	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.01	26.25
0.07	-0.03	1.00	0.05	0.02	-0.08	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.25
0.07	-0.03	1.00	0.05	0.02	-0.08	26.26
0.07	-0.03	1.00	-0.01	0.02	-0.14	26.27
0.07	-0.03	1.00	0.05	0.02	-0.01	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.23
0.07	-0.03	1.00	-0.07	0.02	0.05	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.01	26.24
0.07	-0.03	1.00	-0.13	0.21	-0.32	26.23
0.07	-0.03	1.00	-0.07	0.08	0.05	26.24
0.07	-0.03	1.00	-0.07	-0.04	0.05	26.22
0.07	-0.03	1.00	-0.01	0.02	-0.26	26.26
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.23
0.07	-0.03	1.00	-0.01	0.02	-0.01	26.22
0.07	-0.03	1.00	-0.07	0.15	-0.44	26.22
0.07	-0.03	1.00	-0.01	-0.10	0.53	26.24
0.07	-0.03	1.00	0.05	0.33	-0.69	26.24
0.07	-0.03	1.00	-0.01	-0.10	0.47	26.23
0.07	-0.03	1.00	0.05	0.21	-0.44	26.26
0.07	-0.03	1.00	-0.07	0.08	0.05	26.24
0.07	-0.03	1.00	-0.07	-0.16	0.17	26.23
0.07	-0.03	1.00	-0.01	0.21	-0.38	26.25
0.07	-0.03	1.00	-0.13	-0.04	-0.01	26.24
0.07	-0.03	1.00	-0.01	0.02	0.35	26.24
0.07	-0.03	1.00	0.05	0.33	-0.56	26.25
0.07	-0.03	1.00	-0.07	-0.22	0.60	26.22
0.07	-0.03	1.00	0.05	0.33	-0.56	26.24
0.07	-0.03	1.00	-0.07	0.08	0.23	26.23
0.07	-0.03	1.00	-0.01	0.02	-0.08	26.24
0.07	-0.03	1.00	-0.01	0.27	-0.44	26.24
0.07	-0.03	1.00	-0.07	0.02	0.17	26.24
0.07	-0.03	1.00	0.05	0.08	-0.20	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.26	26.24
0.07	-0.03	1.00	-0.07	0.02	0.11	26.23
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.23
0.07	-0.03	1.00	0.05	0.27	-0.44	26.24
0.07	-0.03	1.00	-0.01	-0.22	0.53	26.23
0.07	-0.03	1.00	-0.01	0.15	-0.56	26.25
0.07	-0.03	1.00	-0.13	0.08	-0.01	26.26
0.07	-0.03	1.00	0.05	0.08	0.11	26.24
0.07	-0.03	1.00	-0.01	0.27	-0.44	26.25
0.07	-0.03	1.00	-0.13	-0.22	0.47	26.24
0.07	-0.03	1.00	-0.07	0.33	-0.26	26.24
0.07	-0.03	1.00	-0.07	0.02	0.05	26.24
0.07	-0.03	1.00	0.05	0.02	0.05	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.20	26.23
0.07	-0.03	1.00	-0.07	0.02	-0.01	26.23
0.07	-0.03	1.00	-0.01	0.02	-0.26	26.23
0.07	-0.03	1.00	-0.07	0.02	0.05	26.23
0.07	-0.03	1.00	0.05	0.21	-0.44	26.24
0.07	-0.03	1.00	-0.01	-0.10	0.29	26.25
0.07	-0.03	1.00	0.05	0.27	-0.38	26.25
0.07	-0.03	1.00	-0.13	0.02	-0.01	26.23
0.07	-0.03	1.00	-0.01	0.08	0.05	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.32	26.26
0.07	-0.03	1.00	-0.01	-0.10	0.23	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.20	26.23
0.07	-0.03	1.00	-0.01	0.08	-0.14	26.22
0.07	-0.03	1.00	-0.07	-0.04	0.11	26.25
0.07	-0.03	1.00	0.05	0.27	-0.38	26.24
0.07	-0.03	1.00	0.11	-0.10	0.35	26.25
0.07	-0.03	1.00	-0.01	0.02	-0.32	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.14	26.23
0.07	-0.03	1.00	-0.07	-0.10	0.23	26.24
0.07	-0.03	1.00	-0.01	0.21	-0.32	26.21
0.07	-0.03	1.00	-0.07	0.02	0.17	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.26	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.20	26.22
0.07	-0.03	1.00	-0.07	-0.10	0.29	26.25
0.07	-0.03	1.00	0.05	0.15	-0.44	26.24
0.07	-0.03	1.00	-0.07	0.08	0.29	26.22
0.07	-0.03	1.00	-0.01	0.21	-0.20	26.22
0.07	-0.03	1.00	-0.01	0.08	0.05	26.25
0.07	-0.03	1.00	-0.07	0.02	-0.20	26.25
0.07	-0.03	1.00	-0.07	0.02	0.17	26.24
0.07	-0.03	1.00	0.11	0.08	-0.20	26.23
0.07	-0.03	1.00	-0.01	-0.04	0.11	26.21
0.07	-0.03	1.00	0.05	-0.04	0.05	26.22
0.07	-0.03	1.00	-0.01	0.15	-0.50	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.23	26.22
0.07	-0.03	1.00	-0.07	0.21	-0.44	26.23
0.07	-0.03	1.00	-0.07	-0.10	0.17	26.23
0.07	-0.03	1.00	-0.01	0.08	-0.26	26.21
0.07	-0.03	1.00	-0.01	0.15	-0.26	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.01	26.25
0.07	-0.03	1.00	0.05	0.02	-0.01	26.23
0.07	-0.03	1.00	-0.07	0.15	-0.38	26.23
0.07	-0.03	1.00	-0.07	-0.10	0.11	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.38	26.24
0.07	-0.03	1.00	-0.01	-0.04	0.05	26.24
0.07	-0.03	1.00	-0.07	0.21	-0.38	26.22
0.07	-0.03	1.00	-0.07	0.02	0.29	26.22
0.07	-0.03	1.00	0.05	0.15	-0.44	26.23
0.07	-0.03	1.00	-0.01	-0.10	0.23	26.22
0.07	-0.03	1.00	-0.07	0.15	-0.20	26.24
0.07	-0.03	1.00	0.11	0.02	-0.01	26.23
0.07	-0.03	1.00	-0.07	-0.04	0.17	26.22
0.07	-0.03	1.00	-0.07	0.02	-0.14	26.22
0.07	-0.03	1.00	0.05	0.02	-0.08	26.24
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.24
0.07	-0.03	1.00	0.11	0.15	-0.26	26.25
0.07	-0.03	1.00	-0.25	0.02	0.35	26.23
0.07	-0.03	1.00	0.05	0.27	-0.63	26.24
0.07	-0.03	1.00	-0.13	-0.10	0.35	26.23
0.07	-0.03	1.00	-0.07	0.15	-0.26	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.08	26.25
0.07	-0.03	1.00	-0.01	0.08	0.17	26.22
0.07	-0.03	1.00	-0.07	0.21	-0.32	26.24
0.07	-0.03	1.00	0.05	-0.10	0.11	26.24
0.07	-0.03	1.00	-0.13	0.02	0.05	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.26	26.23
0.07	-0.03	1.00	-0.07	-0.04	0.05	26.23
0.07	-0.03	1.00	-0.19	0.15	-0.08	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.08	26.24
0.07	-0.03	1.00	-0.13	-0.10	0.17	26.23
0.07	-0.03	1.00	-0.01	0.21	-0.26	26.23
0.07	-0.03	1.00	-0.07	0.02	0.17	26.23
0.07	-0.03	1.00	0.05	0.08	-0.26	26.23
0.07	-0.03	1.00	-0.07	0.02	-0.14	26.24
0.07	-0.03	1.00	-0.07	0.02	0.05	26.24
0.07	-0.03	1.00	-0.13	0.08	-0.20	26.21
0.07	-0.03	1.00	-0.07	0.08	-0.08	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.08	26.25
0.07	-0.03	1.00	0.05	0.08	-0.32	26.24
0.07	-0.03	1.00	-0.07	0.02	0.05	26.22
0.07	-0.03	1.00	-0.01	0.08	-0.26	26.24
0.07	-0.03	1.00	0.05	0.08	0.05	26.22
0.07	-0.03	1.00	-0.13	0.08	-0.01	26.26
0.07	-0.03	1.00	0.05	0.02	-0.32	26.23
0.07	-0.03	1.00	-0.01	0.02	0.11	26.24
0.07	-0.03	1.01	-0.07	0.08	-0.20	26.22
0.07	-0.03	1.00	-0.01	-0.04	0.05	26.25
0.07	-0.03	1.00	-0.01	0.08	-0.20	26.24
0.07	-0.03	1.00	-0.07	0.02	0.11	26.23
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.23
0.07	-0.03	1.00	0.05	0.15	-0.38	26.24
0.07	-0.03	1.00	-0.13	0.02	0.29	26.23
0.07	-0.03	1.00	-0.07	0.02	-0.26	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.01	26.25
0.07	-0.03	1.00	-0.07	0.02	-0.08	26.23
0.07	-0.03	1.00	-0.01	-0.04	0.05	26.23
0.07	-0.03	1.00	0.11	0.08	-0.14	26.23
0.07	-0.03	1.00	-0.01	0.08	0.05	26.26
0.07	-0.03	1.00	-0.01	0.08	-0.20	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.01	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.26	26.26
0.07	-0.03	1.00	-0.01	0.02	-0.01	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.01	26.23
0.07	-0.03	1.00	-0.01	0.02	-0.14	26.23
0.07	-0.03	1.00	-0.07	0.15	-0.14	26.24
0.07	-0.03	1.00	0.05	0.08	-0.08	26.25
0.07	-0.03	1.00	-0.07	0.02	0.05	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.22
0.07	-0.03	1.00	0.05	0.08	0.05	26.24
0.07	-0.03	1.00	-0.07	0.02	-0.14	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.26	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.23	26.26
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.24
0.07	-0.03	1.00	0.05	0.15	-0.50	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.66	26.25
0.07	-0.03	1.00	-0.01	0.33	-0.56	26.22
0.07	-0.03	1.00	-0.01	0.02	0.05	26.23
0.07	-0.03	1.00	-0.01	-0.04	-0.01	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.32	26.23
0.07	-0.03	1.00	-0.01	-0.04	0.11	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.14	26.22
0.07	-0.03	1.00	0.11	0.02	0.05	26.24
0.07	-0.03	1.00	-0.01	0.02	0.11	26.24
0.07	-0.03	1.00	0.11	0.21	-0.44	26.22
0.07	-0.03	1.00	-0.07	-0.10	0.17	26.24
0.07	-0.03	1.00	0.05	0.08	-0.32	26.23
0.07	-0.03	1.00	-0.01	0.08	0.11	26.22
0.07	-0.03	1.00	-0.01	0.08	-0.08	26.23
0.07	-0.03	1.00	-0.07	0.02	-0.08	26.23
0.07	-0.03	1.00	0.05	0.02	-0.01	26.23
0.07	-0.03	1.00	0.05	0.08	-0.26	26.24
0.07	-0.03	1.00	-0.07	0.15	0.23	26.21
0.07	-0.03	1.00	-0.01	0.15	-0.20	26.25
0.07	-0.03	1.00	-0.19	0.02	0.23	26.23
0.07	-0.03	1.00	0.11	0.33	-0.75	26.24
0.07	-0.03	1.00	-0.19	-0.22	0.84	26.24
0.07	-0.03	1.00	0.11	0.45	-1.17	26.24
0.07	-0.03	1.00	-0.13	-0.34	1.02	26.24
0.07	-0.03	1.00	-0.07	0.39	-0.87	26.23
0.07	-0.03	1.00	-0.07	-0.10	0.29	26.23
0.07	-0.03	1.00	-0.01	0.02	0.05	26.23
0.07	-0.03	1.00	-0.01	0.21	-0.44	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.47	26.23
0.07	-0.03	1.00	-0.01	0.27	-0.50	26.23
0.07	-0.03	1.00	-0.07	0.15	0.17	26.24
0.07	-0.03	1.00	0.05	-0.04	0.17	26.22
0.07	-0.03	1.00	-0.01	0.21	-0.56	26.25
0.07	-0.03	1.00	-0.13	-0.16	0.66	26.24
0.07	-0.03	1.00	-0.01	0.45	-0.75	26.24
0.07	-0.03	1.00	-0.07	-0.34	0.72	26.24
0.07	-0.03	1.00	-0.07	0.33	-0.63	26.23
0.07	-0.03	1.00	-0.01	-0.10	0.23	26.24
0.07	-0.03	1.00	-0.07	0.02	-0.14	26.24
0.07	-0.03	1.00	-0.13	0.15	-0.20	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.11	26.24
0.07	-0.03	1.00	0.05	0.15	-0.20	26.21
0.07	-0.03	1.00	-0.07	0.21	-0.08	26.23
0.07	-0.03	1.01	-0.07	0.08	0.05	26.23
0.07	-0.03	1.00	-0.01	0.21	-0.26	26.24
0.07	-0.03	1.00	0.05	0.15	-0.20	26.22
0.07	-0.03	1.00	-0.01	-0.04	0.11	26.23
0.07	-0.03	1.00	0.11	0.15	-0.38	26.23
0.07	-0.03	1.00	0.05	-0.04	0.11	26.23
0.07	-0.03	1.00	0.05	0.15	-0.20	26.23
0.07	-0.03	1.00	-0.01	0.02	-0.14	26.24
0.07	-0.03	1.00	-0.07	0.02	0.11	26.24
0.07	-0.03	1.00	0.05	0.15	-0.32	26.22
0.07	-0.03	1.00	-0.07	-0.04	0.17	26.24
0.07	-0.03	1.00	0.11	0.15	0.05	26.23
0.07	-0.03	1.00	-0.31	0.15	-0.08	26.25
0.07	-0.03	1.00	0.11	0.02	-0.20	26.24
0.07	-0.03	1.00	-0.19	-0.16	0.47	26.21
0.07	-0.03	1.00	0.18	0.27	-0.93	26.22
0.07	-0.03	1.00	-0.13	-0.22	0.72	26.23
0.07	-0.03	1.00	0.05	0.27	-0.63	26.22
0.07	-0.03	1.00	-0.07	-0.10	0.35	26.23
0.07	-0.03	1.00	0.11	0.27	-0.38	26.21
0.07	-0.03	1.00	0.05	-0.04	0.17	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.26	26.22
0.07	-0.03	1.00	-0.01	0.08	0.11	26.22
0.07	-0.03	1.00	-0.01	0.08	-0.20	26.25
0.07	-0.03	1.00	-0.01	0.02	-0.08	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.23
0.07	-0.03	1.00	-0.07	0.02	0.11	26.23
0.07	-0.03	1.01	-0.01	0.21	-0.44	26.23
0.07	-0.03	1.00	0.05	-0.10	0.41	26.24
0.07	-0.03	1.00	-0.01	0.27	-0.50	26.23
0.07	-0.03	1.00	-0.13	-0.04	0.17	26.22
0.07	-0.03	1.00	-0.01	0.15	-0.14	26.24
0.07	-0.03	1.00	-0.13	0.08	-0.14	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.08	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.20	26.24
0.07	-0.03	1.00	-0.07	0.02	-0.01	26.23
0.07	-0.03	1.00	-0.13	0.15	-0.14	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.17	26.21
0.07	-0.03	1.00	0.05	0.15	-0.44	26.24
0.07	-0.03	1.00	-0.13	-0.10	0.60	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.69	26.24
0.07	-0.03	1.00	-0.01	-0.28	0.72	26.24
0.07	-0.03	1.00	0.05	0.45	-0.99	26.25
0.07	-0.03	1.00	-0.01	-0.22	0.90	26.24
0.07	-0.03	1.00	-0.01	0.15	-0.56	26.22
0.07	-0.03	1.01	-0.31	0.27	-0.38	26.22
0.07	-0.03	1.00	0.18	-0.22	0.72	26.24
0.07	-0.03	1.00	0.05	0.63	-1.66	26.23
0.07	-0.03	1.00	-0.01	-0.59	1.39	26.22
0.07	-0.03	1.00	0.05	0.51	-1.36	26.22
0.07	-0.03	1.00	-0.01	-0.04	0.17	26.22
0.07	-0.03	1.00	-0.07	-0.28	0.84	26.24
0.07	-0.03	1.00	0.11	0.63	-1.42	26.22
0.07	-0.03	1.00	-0.07	-0.40	1.08	26.23
0.07	-0.03	1.00	-0.07	0.15	-0.44	26.24
0.07	-0.03	1.00	0.05	0.33	-0.69	26.24
0.07	-0.03	1.00	-0.25	-0.53	1.45	26.23
0.07	-0.03	1.00	0.11	0.76	-1.66	26.23
0.07	-0.03	1.00	-0.07	-0.34	1.02	26.24
0.07	-0.03	1.00	-0.01	0.21	-0.44	26.24
0.07	-0.03	1.00	-0.01	0.21	-0.56	26.24
0.07	-0.03	1.00	-0.07	-0.34	0.72	26.24
0.07	-0.03	1.00	0.11	0.33	-0.93	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.23	26.24
0.07	-0.03	1.00	-0.07	0.02	0.17	26.23
0.07	-0.03	1.00	-0.07	0.27	-0.63	26.23
0.07	-0.03	1.00	-0.01	-0.22	0.47	26.22
0.07	-0.03	1.00	0.05	0.21	-0.50	26.22
0.07	-0.03	1.00	0.05	-0.04	0.11	26.22
0.07	-0.03	1.00	-0.07	0.08	0.11	26.25
0.07	-0.03	1.00	-0.13	0.21	-0.26	26.22
0.07	-0.03	1.00	0.11	0.02	-0.08	26.23
0.07	-0.03	1.00	-0.01	0.02	0.11	26.25
0.07	-0.03	1.00	-0.01	0.15	-0.38	26.23
0.07	-0.03	1.00	-0.19	-0.04	0.35	26.24
0.07	-0.03	1.00	-0.07	0.15	-0.32	26.24
0.07	-0.03	1.00	0.05	0.02	-0.14	26.24
0.07	-0.03	1.00	-0.01	0.15	0.05	26.23
0.07	-0.03	1.00	-0.01	0.21	-0.20	26.24
0.07	-0.03	1.00	0.05	-0.04	-0.14	26.21
0.07	-0.03	1.00	-0.01	0.02	0.05	26.23
0.07	-0.03	1.00	0.05	0.02	-0.38	26.24
0.07	-0.03	1.00	-0.13	-0.04	-0.01	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.20	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.20	26.21
0.07	-0.03	1.00	-0.07	-0.04	0.05	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.26	26.22
0.07	-0.03	1.00	-0.07	-0.04	0.11	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.32	26.25
0.07	-0.03	1.00	-0.07	0.08	-0.01	26.23
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.25
0.07	-0.03	1.00	-0.01	0.15	-0.26	26.24
0.07	-0.03	1.00	-0.01	0.02	0.11	26.23
0.07	-0.03	1.00	-0.01	0.08	-0.08	26.22
0.07	-0.03	1.00	-0.13	-0.10	-0.08	26.23
0.07	-0.03	1.00	0.05	0.21	-0.20	26.26
0.07	-0.03	1.00	-0.01	0.02	0.17	26.23
0.07	-0.03	1.00	0.05	0.27	-0.50	26.22
0.07	-0.03	1.00	-0.01	-0.16	0.35	26.23
0.07	-0.03	1.00	-0.01	0.27	-0.50	26.21
0.07	-0.03	1.00	-0.01	0.08	-0.20	26.25
0.07	-0.03	1.00	-0.19	-0.22	0.66	26.24
0.07	-0.03	1.00	-0.01	0.39	-0.99	26.23
0.07	-0.03	1.00	-0.13	-0.22	0.66	26.25
0.07	-0.03	1.00	0.05	0.27	-0.50	26.22
0.07	-0.03	1.00	-0.01	0.02	0.11	26.21
0.07	-0.03	1.00	-0.01	-0.04	-0.01	26.24
0.07	-0.03	1.00	-0.01	0.08	-0.32	26.23
0.07	-0.03	1.00	-0.07	-0.10	0.23	26.21
0.07	-0.03	1.00	-0.19	0.21	-0.20	26.23
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.24
0.07	-0.03	1.00	-0.01	0.02	0.11	26.22
0.07	-0.03	1.00	-0.01	0.21	-0.38	26.23
0.07	-0.03	1.00	-0.13	-0.04	0.29	26.22
0.07	-0.03	1.00	-0.01	0.27	-0.26	26.23
0.07	-0.03	1.00	-0.01	0.02	0.05	26.24
0.07	-0.03	1.00	-0.01	0.02	-0.01	26.23
0.07	-0.03	1.00	-0.01	0.08	-0.20	26.22
0.07	-0.03	1.00	-0.07	0.02	0.11	26.22
0.07	-0.03	1.00	0.18	0.15	-0.32	26.25
0.07	-0.03	1.00	-0.19	0.02	0.23	26.22
0.07	-0.03	1.00	-0.01	0.21	-0.20	26.23
0.07	-0.03	1.00	-0.07	0.15	-0.14	26.22
0.07	-0.03	1.00	0.05	-0.10	0.23	26.24
0.07	-0.03	1.00	-0.01	0.21	-0.50	26.24
0.07	-0.03	1.00	-0.07	-0.10	0.29	26.25
0.07	-0.03	1.00	-0.01	0.27	-0.32	26.21
0.07	-0.03	1.00	-0.07	0.02	0.17	26.24
0.07	-0.03	1.00	0.11	0.15	-0.26	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.01	26.24
0.07	-0.03	1.00	0.05	0.02	0.05	26.24
0.07	-0.03	1.00	0.05	0.21	-0.32	26.23
0.07	-0.03	1.00	-0.13	-0.10	0.05	26.22
0.07	-0.03	1.00	-0.01	0.21	-0.26	26.24
0.07	-0.03	1.00	-0.13	0.02	0.05	26.22
0.07	-0.03	1.00	-0.07	0.08	-0.08	26.24
0.07	-0.03	1.01	-0.01	0.08	-0.26	26.23
0.07	-0.03	1.00	-0.13	0.08	0.11	26.22
0.07	-0.03	1.00	0.05	0.15	-0.26	26.22
0.07	-0.03	1.00	-0.01	0.02	0.23	26.21
0.07	-0.03	1.00	0.11	0.15	-0.38	26.24
0.07	-0.03	1.00	-0.07	-0.04	0.35	26.26
0.07	-0.03	1.00	0.05	0.21	-0.44	26.23
0.07	-0.03	1.00	-0.13	0.15	-0.38	26.23
0.07	-0.03	1.00	0.05	-0.22	0.66	26.23
0.07	-0.03	1.00	0.05	0.39	-0.87	26.22
0.07	-0.03	1.00	-0.01	-0.10	0.17	26.23
0.07	-0.03	1.00	0.05	0.02	0.11	26.24
0.07	-0.03	1.00	-0.13	0.21	-0.32	26.22
0.07	-0.03	1.00	-0.01	-0.04	0.11	26.26
0.07	-0.03	1.00	-0.07	0.15	-0.08	26.23
0.07	-0.03	1.00	-0.07	0.02	-0.14	26.25
0.07	-0.03	1.00	0.11	-0.04	0.23	26.25
0.07	-0.03	1.00	-0.01	0.15	-0.44	26.22
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.24
0.07	-0.03	1.00	-0.07	-0.04	0.05	26.23
0.07	-0.03	1.00	-0.01	0.27	-0.50	26.23
0.07	-0.03	1.00	-0.19	-0.28	0.84	26.24
0.07	-0.03	1.00	0.11	0.33	-0.99	26.24
0.07	-0.03	1.00	0.05	-0.10	0.35	26.23
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.24
0.07	-0.03	1.00	-0.07	0.27	-0.63	26.21
0.07	-0.03	1.00	-0.13	-0.22	0.53	26.22
0.07	-0.03	1.00	-0.01	0.27	-0.50	26.26
0.07	-0.03	1.00	-0.07	0.02	-0.01	26.24
0.07	-0.03	1.00	-0.07	-0.04	0.05	26.21
0.07	-0.03	1.00	-0.07	0.21	-0.20	26.24
0.07	-0.03	1.00	-0.07	-0.04	-0.01	26.21
0.07	-0.03	1.00	-0.01	0.08	0.29	26.21
0.07	-0.03	1.00	-0.01	0.27	-0.38	26.23
0.07	-0.03	1.00	-0.07	-0.04	0.29	26.23
0.07	-0.03	1.00	-0.07	0.08	-0.14	26.24
0.07	-0.03	1.00	0.05	0.02	-0.14	26.22
0.07	-0.03	1.00	-0.13	0.02	-0.01	26.22
0.07	-0.03	1.00	-0.01	0.15	-0.14	26.24
0.07	-0.03	1.00	-0.07	0.08	-0.20	26.26
0.07	-0.03	1.00	-0.07	0.02	-0.01	26.22
0.07	-0.03	1.01	-0.13	0.02	-0.26	26.23
0.07	-0.03	1.00	-0.01	-0.04	0.05	26.24
0.07	-0.03	1.00	0.05	0.08	-0.08	26.23
0.07	-0.03	1.00	-0.13	0.08	-0.08	26.22
0.07	-0.03	1.00	-0.01	0.08	0.05	26.24
0.07	-0.03	1.00	-0.13	0.08	-0.08	26.24
